DocId,Namespace,Type,Member,browser,linux,osx,win
M:System.DirectoryServices.AccountManagement.PrincipalSearchResult`1.GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalSearchResult,GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearchResult`1.System#Collections#IEnumerable#GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalSearchResult,System.Collections.IEnumerable.GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor,System.DirectoryServices.AccountManagement,PrincipalServerDownException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String),System.DirectoryServices.AccountManagement,PrincipalServerDownException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception, Int32)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32,System.String)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception, Int32, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Int32)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Add(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Add(T),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Clear,System.DirectoryServices.AccountManagement,PrincipalValueCollection,Clear(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Contains(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Contains(T),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.CopyTo(`0[],System.Int32)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"CopyTo(T[], Int32)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Count,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_Count(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsFixedSize,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsFixedSize(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsReadOnly,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsReadOnly(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsSynchronized(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Item(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_Item(Int32),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_SyncRoot(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalValueCollection,GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.IndexOf(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,IndexOf(T),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Insert(System.Int32,`0)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"Insert(Int32, T)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Remove(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Remove(T),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.RemoveAt(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,RemoveAt(Int32),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.set_Item(System.Int32,`0)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"set_Item(Int32, T)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#CopyTo(System.Array,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.ICollection.CopyTo(Array, Int32)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_Count,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_Count(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_IsSynchronized(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_SyncRoot(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IEnumerable#GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IEnumerable.GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Add(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Add(Object),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Clear,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Clear(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Contains(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Contains(Object),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsFixedSize,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_IsFixedSize(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsReadOnly,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_IsReadOnly(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_Item(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_Item(Int32),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#IndexOf(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.IndexOf(Object),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Insert(System.Int32,System.Object)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.IList.Insert(Int32, Object)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Remove(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Remove(Object),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#RemoveAt(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.RemoveAt(Int32),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#set_Item(System.Int32,System.Object)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.IList.set_Item(Int32, Object)",X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,UserPrincipal,.ctor(PrincipalContext),X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext,System.String,System.String,System.Boolean)",System.DirectoryServices.AccountManagement,UserPrincipal,".ctor(PrincipalContext, String, String, Boolean)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByBadPasswordAttempt(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByBadPasswordAttempt(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByExpirationTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByExpirationTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByIdentity(PrincipalContext, IdentityType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.String)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByIdentity(PrincipalContext, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByLockoutTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByLockoutTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByLogonTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByLogonTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByPasswordSetTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByPasswordSetTime(PrincipalContext, DateTime, MatchType)",X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_AdvancedSearchFilter,System.DirectoryServices.AccountManagement,UserPrincipal,get_AdvancedSearchFilter(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_Current,System.DirectoryServices.AccountManagement,UserPrincipal,get_Current(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_EmailAddress,System.DirectoryServices.AccountManagement,UserPrincipal,get_EmailAddress(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_EmployeeId,System.DirectoryServices.AccountManagement,UserPrincipal,get_EmployeeId(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_GivenName,System.DirectoryServices.AccountManagement,UserPrincipal,get_GivenName(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_MiddleName,System.DirectoryServices.AccountManagement,UserPrincipal,get_MiddleName(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_Surname,System.DirectoryServices.AccountManagement,UserPrincipal,get_Surname(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.get_VoiceTelephoneNumber,System.DirectoryServices.AccountManagement,UserPrincipal,get_VoiceTelephoneNumber(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.GetAuthorizationGroups,System.DirectoryServices.AccountManagement,UserPrincipal,GetAuthorizationGroups(),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_EmailAddress(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_EmailAddress(String),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_EmployeeId(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_EmployeeId(String),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_GivenName(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_GivenName(String),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_MiddleName(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_MiddleName(String),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_Surname(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_Surname(String),X,X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.set_VoiceTelephoneNumber(System.String),System.DirectoryServices.AccountManagement,UserPrincipal,set_VoiceTelephoneNumber(String),X,X,X,
"M:System.DirectoryServices.ActiveDirectory.ActiveDirectoryInterSiteTransport.FindByTransportType(System.DirectoryServices.ActiveDirectory.DirectoryContext,System.DirectoryServices.ActiveDirectory.ActiveDirectoryTransportType)",System.DirectoryServices.ActiveDirectory,ActiveDirectoryInterSiteTransport,"FindByTransportType(DirectoryContext, ActiveDirectoryTransportType)",X,X,X,
