DocId,Namespace,Type,Member,browser,linux,osx,win
M:System.DirectoryServices.AccountManagement.ComputerPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,ComputerPrincipal,.ctor(PrincipalContext),X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext,System.String,System.String,System.Boolean)",System.DirectoryServices.AccountManagement,ComputerPrincipal,".ctor(PrincipalContext, String, String, Boolean)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByBadPasswordAttempt(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByBadPasswordAttempt(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByExpirationTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByExpirationTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByIdentity(PrincipalContext, IdentityType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.String)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByIdentity(PrincipalContext, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByLockoutTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByLockoutTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByLogonTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByLogonTime(PrincipalContext, DateTime, MatchType)",X,X,X,
"M:System.DirectoryServices.AccountManagement.ComputerPrincipal.FindByPasswordSetTime(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,ComputerPrincipal,"FindByPasswordSetTime(PrincipalContext, DateTime, MatchType)",X,X,X,
M:System.DirectoryServices.AccountManagement.ComputerPrincipal.get_ServicePrincipalNames,System.DirectoryServices.AccountManagement,ComputerPrincipal,get_ServicePrincipalNames(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryObjectClassAttribute.#ctor(System.String),System.DirectoryServices.AccountManagement,DirectoryObjectClassAttribute,.ctor(String),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryObjectClassAttribute.get_Context,System.DirectoryServices.AccountManagement,DirectoryObjectClassAttribute,get_Context(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryObjectClassAttribute.get_ObjectClass,System.DirectoryServices.AccountManagement,DirectoryObjectClassAttribute,get_ObjectClass(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryPropertyAttribute.#ctor(System.String),System.DirectoryServices.AccountManagement,DirectoryPropertyAttribute,.ctor(String),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryPropertyAttribute.get_Context,System.DirectoryServices.AccountManagement,DirectoryPropertyAttribute,get_Context(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryPropertyAttribute.get_SchemaAttributeName,System.DirectoryServices.AccountManagement,DirectoryPropertyAttribute,get_SchemaAttributeName(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryPropertyAttribute.set_Context(System.Nullable{System.DirectoryServices.AccountManagement.ContextType}),System.DirectoryServices.AccountManagement,DirectoryPropertyAttribute,set_Context(Nullable<ContextType>),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryRdnPrefixAttribute.#ctor(System.String),System.DirectoryServices.AccountManagement,DirectoryRdnPrefixAttribute,.ctor(String),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryRdnPrefixAttribute.get_Context,System.DirectoryServices.AccountManagement,DirectoryRdnPrefixAttribute,get_Context(),X,X,X,
M:System.DirectoryServices.AccountManagement.DirectoryRdnPrefixAttribute.get_RdnPrefix,System.DirectoryServices.AccountManagement,DirectoryRdnPrefixAttribute,get_RdnPrefix(),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,GroupPrincipal,.ctor(PrincipalContext),X,X,X,
"M:System.DirectoryServices.AccountManagement.GroupPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext,System.String)",System.DirectoryServices.AccountManagement,GroupPrincipal,".ctor(PrincipalContext, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.GroupPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,GroupPrincipal,"FindByIdentity(PrincipalContext, IdentityType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.GroupPrincipal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.String)",System.DirectoryServices.AccountManagement,GroupPrincipal,"FindByIdentity(PrincipalContext, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.get_GroupScope,System.DirectoryServices.AccountManagement,GroupPrincipal,get_GroupScope(),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.get_IsSecurityGroup,System.DirectoryServices.AccountManagement,GroupPrincipal,get_IsSecurityGroup(),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.get_Members,System.DirectoryServices.AccountManagement,GroupPrincipal,get_Members(),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.GetMembers,System.DirectoryServices.AccountManagement,GroupPrincipal,GetMembers(),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.GetMembers(System.Boolean),System.DirectoryServices.AccountManagement,GroupPrincipal,GetMembers(Boolean),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.set_GroupScope(System.Nullable{System.DirectoryServices.AccountManagement.GroupScope}),System.DirectoryServices.AccountManagement,GroupPrincipal,set_GroupScope(Nullable<GroupScope>),X,X,X,
M:System.DirectoryServices.AccountManagement.GroupPrincipal.set_IsSecurityGroup(System.Nullable{System.Boolean}),System.DirectoryServices.AccountManagement,GroupPrincipal,set_IsSecurityGroup(Nullable<Boolean>),X,X,X,
M:System.DirectoryServices.AccountManagement.MultipleMatchesException.#ctor,System.DirectoryServices.AccountManagement,MultipleMatchesException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.MultipleMatchesException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,MultipleMatchesException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.MultipleMatchesException.#ctor(System.String),System.DirectoryServices.AccountManagement,MultipleMatchesException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.MultipleMatchesException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,MultipleMatchesException,".ctor(String, Exception)",X,X,X,
M:System.DirectoryServices.AccountManagement.NoMatchingPrincipalException.#ctor,System.DirectoryServices.AccountManagement,NoMatchingPrincipalException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.NoMatchingPrincipalException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,NoMatchingPrincipalException,".ctor(SerializationInfo, StreamingContext)",X,X,X,X
M:System.DirectoryServices.AccountManagement.NoMatchingPrincipalException.#ctor(System.String),System.DirectoryServices.AccountManagement,NoMatchingPrincipalException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.NoMatchingPrincipalException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,NoMatchingPrincipalException,".ctor(String, Exception)",X,X,X,
M:System.DirectoryServices.AccountManagement.PasswordException.#ctor,System.DirectoryServices.AccountManagement,PasswordException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PasswordException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PasswordException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PasswordException.#ctor(System.String),System.DirectoryServices.AccountManagement,PasswordException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.PasswordException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,PasswordException,".ctor(String, Exception)",X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.#ctor,System.DirectoryServices.AccountManagement,Principal,.ctor(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.CheckDisposedOrDeleted,System.DirectoryServices.AccountManagement,Principal,CheckDisposedOrDeleted(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.Delete,System.DirectoryServices.AccountManagement,Principal,Delete(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.Equals(System.Object),System.DirectoryServices.AccountManagement,Principal,Equals(Object),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.ExtensionGet(System.String),System.DirectoryServices.AccountManagement,Principal,ExtensionGet(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.ExtensionSet(System.String,System.Object)",System.DirectoryServices.AccountManagement,Principal,"ExtensionSet(String, Object)",X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,Principal,"FindByIdentity(PrincipalContext, IdentityType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.FindByIdentity(System.DirectoryServices.AccountManagement.PrincipalContext,System.String)",System.DirectoryServices.AccountManagement,Principal,"FindByIdentity(PrincipalContext, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.FindByIdentityWithType(System.DirectoryServices.AccountManagement.PrincipalContext,System.Type,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,Principal,"FindByIdentityWithType(PrincipalContext, Type, IdentityType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.FindByIdentityWithType(System.DirectoryServices.AccountManagement.PrincipalContext,System.Type,System.String)",System.DirectoryServices.AccountManagement,Principal,"FindByIdentityWithType(PrincipalContext, Type, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_Context,System.DirectoryServices.AccountManagement,Principal,get_Context(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_ContextRaw,System.DirectoryServices.AccountManagement,Principal,get_ContextRaw(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_ContextType,System.DirectoryServices.AccountManagement,Principal,get_ContextType(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_Description,System.DirectoryServices.AccountManagement,Principal,get_Description(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_DisplayName,System.DirectoryServices.AccountManagement,Principal,get_DisplayName(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_DistinguishedName,System.DirectoryServices.AccountManagement,Principal,get_DistinguishedName(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_Guid,System.DirectoryServices.AccountManagement,Principal,get_Guid(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_Name,System.DirectoryServices.AccountManagement,Principal,get_Name(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_SamAccountName,System.DirectoryServices.AccountManagement,Principal,get_SamAccountName(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_Sid,System.DirectoryServices.AccountManagement,Principal,get_Sid(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_StructuralObjectClass,System.DirectoryServices.AccountManagement,Principal,get_StructuralObjectClass(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.get_UserPrincipalName,System.DirectoryServices.AccountManagement,Principal,get_UserPrincipalName(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.GetGroups,System.DirectoryServices.AccountManagement,Principal,GetGroups(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.GetGroups(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,Principal,GetGroups(PrincipalContext),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.GetHashCode,System.DirectoryServices.AccountManagement,Principal,GetHashCode(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.GetUnderlyingObject,System.DirectoryServices.AccountManagement,Principal,GetUnderlyingObject(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.GetUnderlyingObjectType,System.DirectoryServices.AccountManagement,Principal,GetUnderlyingObjectType(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.IsMemberOf(System.DirectoryServices.AccountManagement.GroupPrincipal),System.DirectoryServices.AccountManagement,Principal,IsMemberOf(GroupPrincipal),X,X,X,
"M:System.DirectoryServices.AccountManagement.Principal.IsMemberOf(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,Principal,"IsMemberOf(PrincipalContext, IdentityType, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.Save,System.DirectoryServices.AccountManagement,Principal,Save(),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.Save(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,Principal,Save(PrincipalContext),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_ContextRaw(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,Principal,set_ContextRaw(PrincipalContext),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_Description(System.String),System.DirectoryServices.AccountManagement,Principal,set_Description(String),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_DisplayName(System.String),System.DirectoryServices.AccountManagement,Principal,set_DisplayName(String),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_Name(System.String),System.DirectoryServices.AccountManagement,Principal,set_Name(String),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_SamAccountName(System.String),System.DirectoryServices.AccountManagement,Principal,set_SamAccountName(String),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.set_UserPrincipalName(System.String),System.DirectoryServices.AccountManagement,Principal,set_UserPrincipalName(String),X,X,X,
M:System.DirectoryServices.AccountManagement.Principal.ToString,System.DirectoryServices.AccountManagement,Principal,ToString(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Add(System.DirectoryServices.AccountManagement.ComputerPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Add(ComputerPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Add(System.DirectoryServices.AccountManagement.GroupPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Add(GroupPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Add(System.DirectoryServices.AccountManagement.Principal),System.DirectoryServices.AccountManagement,PrincipalCollection,Add(Principal),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalCollection.Add(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,PrincipalCollection,"Add(PrincipalContext, IdentityType, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Add(System.DirectoryServices.AccountManagement.UserPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Add(UserPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Clear,System.DirectoryServices.AccountManagement,PrincipalCollection,Clear(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Contains(System.DirectoryServices.AccountManagement.ComputerPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Contains(ComputerPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Contains(System.DirectoryServices.AccountManagement.GroupPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Contains(GroupPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Contains(System.DirectoryServices.AccountManagement.Principal),System.DirectoryServices.AccountManagement,PrincipalCollection,Contains(Principal),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalCollection.Contains(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,PrincipalCollection,"Contains(PrincipalContext, IdentityType, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Contains(System.DirectoryServices.AccountManagement.UserPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Contains(UserPrincipal),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalCollection.CopyTo(System.DirectoryServices.AccountManagement.Principal[],System.Int32)",System.DirectoryServices.AccountManagement,PrincipalCollection,"CopyTo(Principal[], Int32)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.get_Count,System.DirectoryServices.AccountManagement,PrincipalCollection,get_Count(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.get_IsReadOnly,System.DirectoryServices.AccountManagement,PrincipalCollection,get_IsReadOnly(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalCollection,get_IsSynchronized(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalCollection,get_SyncRoot(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalCollection,GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Remove(System.DirectoryServices.AccountManagement.ComputerPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Remove(ComputerPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Remove(System.DirectoryServices.AccountManagement.GroupPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Remove(GroupPrincipal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Remove(System.DirectoryServices.AccountManagement.Principal),System.DirectoryServices.AccountManagement,PrincipalCollection,Remove(Principal),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalCollection.Remove(System.DirectoryServices.AccountManagement.PrincipalContext,System.DirectoryServices.AccountManagement.IdentityType,System.String)",System.DirectoryServices.AccountManagement,PrincipalCollection,"Remove(PrincipalContext, IdentityType, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.Remove(System.DirectoryServices.AccountManagement.UserPrincipal),System.DirectoryServices.AccountManagement,PrincipalCollection,Remove(UserPrincipal),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalCollection.System#Collections#ICollection#CopyTo(System.Array,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalCollection,"System.Collections.ICollection.CopyTo(Array, Int32)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.System#Collections#ICollection#get_Count,System.DirectoryServices.AccountManagement,PrincipalCollection,System.Collections.ICollection.get_Count(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.System#Collections#ICollection#get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalCollection,System.Collections.ICollection.get_IsSynchronized(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.System#Collections#ICollection#get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalCollection,System.Collections.ICollection.get_SyncRoot(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalCollection.System#Collections#IEnumerable#GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalCollection,System.Collections.IEnumerable.GetEnumerator(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType),System.DirectoryServices.AccountManagement,PrincipalContext,.ctor(ContextType),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String,System.String,System.DirectoryServices.AccountManagement.ContextOptions)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String, String, ContextOptions)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String,System.String,System.DirectoryServices.AccountManagement.ContextOptions,System.String,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String, String, ContextOptions, String, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String,System.String,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String, String, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.#ctor(System.DirectoryServices.AccountManagement.ContextType,System.String,System.String,System.String,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,".ctor(ContextType, String, String, String, String)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_ConnectedServer,System.DirectoryServices.AccountManagement,PrincipalContext,get_ConnectedServer(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_Container,System.DirectoryServices.AccountManagement,PrincipalContext,get_Container(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_ContextType,System.DirectoryServices.AccountManagement,PrincipalContext,get_ContextType(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_Name,System.DirectoryServices.AccountManagement,PrincipalContext,get_Name(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_Options,System.DirectoryServices.AccountManagement,PrincipalContext,get_Options(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalContext.get_UserName,System.DirectoryServices.AccountManagement,PrincipalContext,get_UserName(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.ValidateCredentials(System.String,System.String)",System.DirectoryServices.AccountManagement,PrincipalContext,"ValidateCredentials(String, String)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalContext.ValidateCredentials(System.String,System.String,System.DirectoryServices.AccountManagement.ContextOptions)",System.DirectoryServices.AccountManagement,PrincipalContext,"ValidateCredentials(String, String, ContextOptions)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalExistsException.#ctor,System.DirectoryServices.AccountManagement,PrincipalExistsException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalExistsException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalExistsException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalExistsException.#ctor(System.String),System.DirectoryServices.AccountManagement,PrincipalExistsException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalExistsException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,PrincipalExistsException,".ctor(String, Exception)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor,System.DirectoryServices.AccountManagement,PrincipalOperationException,.ctor(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalOperationException,".ctor(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor(System.String),System.DirectoryServices.AccountManagement,PrincipalOperationException,.ctor(String),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,PrincipalOperationException,".ctor(String, Exception)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor(System.String,System.Exception,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalOperationException,".ctor(String, Exception, Int32)",X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalOperationException.#ctor(System.String,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalOperationException,".ctor(String, Int32)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalOperationException.get_ErrorCode,System.DirectoryServices.AccountManagement,PrincipalOperationException,get_ErrorCode(),X,X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalOperationException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalOperationException,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.#ctor,System.DirectoryServices.AccountManagement,PrincipalSearcher,.ctor(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.#ctor(System.DirectoryServices.AccountManagement.Principal),System.DirectoryServices.AccountManagement,PrincipalSearcher,.ctor(Principal),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.FindAll,System.DirectoryServices.AccountManagement,PrincipalSearcher,FindAll(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.FindOne,System.DirectoryServices.AccountManagement,PrincipalSearcher,FindOne(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.get_Context,System.DirectoryServices.AccountManagement,PrincipalSearcher,get_Context(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.get_QueryFilter,System.DirectoryServices.AccountManagement,PrincipalSearcher,get_QueryFilter(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.GetUnderlyingSearcher,System.DirectoryServices.AccountManagement,PrincipalSearcher,GetUnderlyingSearcher(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.GetUnderlyingSearcherType,System.DirectoryServices.AccountManagement,PrincipalSearcher,GetUnderlyingSearcherType(),X,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalSearcher.set_QueryFilter(System.DirectoryServices.AccountManagement.Principal),System.DirectoryServices.AccountManagement,PrincipalSearcher,set_QueryFilter(Principal),X,X,X,
